Rank,Year,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Platform,Genre,Publisher
9782,2015.0,0.0,0.03,0.09,0.0,0.12,2,7,7
9783,2010.0,0.0,0.07,0.03,0.02,0.12,17,0,0
9784,2010.0,0.1,0.01,0.0,0.01,0.12,28,3,3
9785,2009.0,0.11,0.0,0.0,0.01,0.12,4,10,10
9786,2011.0,0.03,0.05,0.02,0.02,0.12,20,2,2
9787,2001.0,0.09,0.03,0.0,0.0,0.12,29,6,6
9788,2005.0,0.11,0.0,0.0,0.01,0.12,19,5,5
9789,2011.0,0.0,0.1,0.0,0.02,0.12,13,1,1
9790,2003.0,0.09,0.03,0.0,0.0,0.12,6,10,10
9791,2008.0,0.11,0.01,0.0,0.01,0.12,4,3,3
9792,2009.0,0.06,0.04,0.0,0.01,0.12,4,6,6
9793,2007.0,0.0,0.0,0.12,0.0,0.12,4,3,3
9794,2008.0,0.11,0.0,0.0,0.01,0.12,26,2,2
9795,2009.0,0.08,0.0,0.03,0.01,0.12,4,7,7
9796,2004.0,0.09,0.03,0.0,0.0,0.12,29,1,1
9797,2006.0,0.11,0.0,0.0,0.01,0.12,19,6,6
9798,1992.0,0.0,0.0,0.12,0.0,0.12,8,1,1
9799,2014.0,0.01,0.0,0.11,0.0,0.12,17,7,7
9800,2001.0,0.07,0.05,0.0,0.01,0.12,15,4,4
9801,2010.0,0.11,0.0,0.0,0.01,0.12,4,5,5
9802,1999.0,0.0,0.0,0.12,0.0,0.12,5,9,9
9803,2013.0,0.08,0.02,0.01,0.01,0.12,28,0,0
9804,2010.0,0.1,0.0,0.01,0.01,0.12,26,4,4
9805,2007.0,0.11,0.0,0.0,0.01,0.12,4,0,0
9806,2003.0,0.09,0.02,0.0,0.0,0.12,7,4,4
9807,2011.0,0.0,0.0,0.12,0.0,0.12,26,11,11
9808,2000.0,0.0,0.0,0.11,0.01,0.12,15,10,10
9809,2004.0,0.09,0.03,0.0,0.0,0.12,29,2,2
9810,2011.0,0.0,0.0,0.12,0.0,0.12,19,0,0
9811,2008.0,0.11,0.0,0.0,0.01,0.12,19,3,3
9812,2010.0,0.11,0.0,0.0,0.01,0.12,4,9,9
9813,2016.0,0.0,0.0,0.12,0.0,0.12,20,0,0
9814,2008.0,0.11,0.0,0.0,0.01,0.12,4,9,9
9815,2010.0,0.08,0.02,0.0,0.02,0.12,19,0,0
9816,2008.0,0.09,0.03,0.0,0.01,0.12,4,3,3
9818,2000.0,0.11,0.01,0.0,0.0,0.12,10,10,10
9819,1999.0,0.1,0.02,0.0,0.0,0.12,10,4,4
9820,1999.0,0.1,0.02,0.0,0.0,0.12,10,4,4
9821,1999.0,0.0,0.0,0.05,0.07,0.12,10,9,9
9824,2013.0,0.09,0.0,0.03,0.01,0.12,2,7,7
9825,2007.0,0.11,0.0,0.0,0.01,0.12,4,5,5
9826,2002.0,0.06,0.05,0.0,0.02,0.12,16,10,10
9827,2008.0,0.1,0.01,0.0,0.01,0.12,4,5,5
9828,2008.0,0.06,0.05,0.0,0.02,0.12,16,4,4
9829,2008.0,0.08,0.03,0.0,0.01,0.12,28,0,0
9830,2006.0,0.09,0.02,0.0,0.01,0.12,28,7,7
9831,2008.0,0.11,0.0,0.0,0.01,0.12,26,10,10
9832,2011.0,0.11,0.0,0.0,0.01,0.12,28,6,6
9833,2005.0,0.09,0.03,0.0,0.0,0.12,6,6,6
9834,2006.0,0.11,0.0,0.0,0.01,0.12,28,10,10
9835,2009.0,0.08,0.02,0.0,0.02,0.12,19,11,11
9836,2007.0,0.11,0.0,0.0,0.01,0.12,4,6,6
9837,2007.0,0.08,0.02,0.0,0.02,0.12,19,0,0
9838,2011.0,0.0,0.0,0.12,0.0,0.12,19,2,2
9839,2011.0,0.07,0.0,0.04,0.01,0.12,19,7,7
9840,2009.0,0.11,0.0,0.0,0.01,0.12,26,6,6
9841,2013.0,0.0,0.0,0.12,0.0,0.12,19,0,0
9843,2000.0,0.07,0.05,0.0,0.01,0.12,15,10,10
9844,2001.0,0.0,0.0,0.12,0.0,0.12,3,4,4
9845,1996.0,0.07,0.05,0.0,0.01,0.12,15,6,6
9846,1994.0,0.0,0.0,0.12,0.0,0.12,23,7,7
9847,2010.0,0.0,0.0,0.12,0.0,0.12,4,11,11
9848,2003.0,0.06,0.05,0.0,0.02,0.12,16,6,6
9849,2008.0,0.06,0.05,0.0,0.02,0.12,16,4,4
9850,2005.0,0.09,0.03,0.0,0.0,0.12,6,3,3
9851,2004.0,0.0,0.0,0.12,0.0,0.12,6,8,8
9852,2005.0,0.11,0.0,0.0,0.01,0.12,4,3,3
9853,2003.0,0.06,0.05,0.0,0.02,0.12,16,0,0
9854,2010.0,0.08,0.02,0.0,0.02,0.12,17,6,6
9855,2010.0,0.11,0.0,0.0,0.01,0.12,19,11,11
9856,2008.0,0.1,0.01,0.0,0.01,0.12,19,11,11
9857,2003.0,0.09,0.03,0.0,0.0,0.12,6,3,3
9858,2001.0,0.0,0.0,0.12,0.0,0.12,16,10,10
9859,2008.0,0.1,0.01,0.0,0.01,0.12,4,5,5
9860,2006.0,0.09,0.0,0.02,0.01,0.12,4,7,7
9861,2005.0,0.06,0.05,0.0,0.02,0.12,16,1,1
9862,2011.0,0.08,0.03,0.0,0.01,0.12,2,6,6
9863,2010.0,0.11,0.0,0.0,0.01,0.12,4,3,3
9864,2005.0,0.09,0.03,0.0,0.0,0.12,6,3,3
9865,2006.0,0.09,0.03,0.0,0.0,0.12,29,10,10
9866,2009.0,0.11,0.0,0.0,0.01,0.12,28,3,3
9867,2001.0,0.0,0.0,0.12,0.0,0.12,5,7,7
9868,2010.0,0.11,0.0,0.0,0.01,0.12,28,10,10
9869,2014.0,0.03,0.05,0.02,0.02,0.12,17,7,7
9871,2010.0,0.09,0.02,0.0,0.01,0.12,26,3,3
9872,2011.0,0.11,0.0,0.0,0.01,0.12,26,10,10
9873,2010.0,0.0,0.0,0.12,0.0,0.12,19,8,8
9874,2005.0,0.08,0.03,0.0,0.0,0.12,6,4,4
9875,2003.0,0.06,0.05,0.0,0.02,0.12,16,2,2
9876,2008.0,0.11,0.0,0.0,0.01,0.12,4,10,10
9877,2003.0,0.09,0.02,0.0,0.0,0.12,7,10,10
9878,1998.0,0.07,0.04,0.0,0.01,0.12,15,4,4
9879,2002.0,0.09,0.02,0.0,0.0,0.12,7,10,10
9880,2016.0,0.03,0.07,0.0,0.02,0.12,18,0,0
9881,2010.0,0.11,0.0,0.0,0.01,0.12,28,6,6
9882,2011.0,0.11,0.0,0.0,0.01,0.12,17,3,3
9883,2005.0,0.09,0.03,0.0,0.0,0.12,29,4,4
9884,2010.0,0.11,0.0,0.0,0.01,0.12,28,3,3
9885,2013.0,0.06,0.05,0.0,0.01,0.12,27,8,8
9886,2002.0,0.09,0.02,0.0,0.0,0.12,7,6,6
9887,2013.0,0.0,0.0,0.12,0.0,0.12,19,0,0
9888,1996.0,0.07,0.04,0.0,0.01,0.12,15,10,10
9889,2005.0,0.06,0.05,0.0,0.02,0.12,16,8,8
9890,2003.0,0.09,0.03,0.0,0.0,0.12,29,10,10
9891,2013.0,0.0,0.1,0.0,0.02,0.12,13,8,8
9892,2014.0,0.04,0.07,0.0,0.01,0.12,28,1,1
9893,2007.0,0.11,0.0,0.0,0.01,0.12,4,3,3
9894,2014.0,0.0,0.0,0.12,0.0,0.12,2,2,2
9895,2011.0,0.07,0.03,0.0,0.01,0.12,4,0,0
9896,2011.0,0.08,0.03,0.0,0.01,0.12,28,10,10
9897,2005.0,0.1,0.01,0.0,0.01,0.12,4,11,11
9898,2011.0,0.08,0.0,0.03,0.01,0.12,2,10,10
9899,2007.0,0.1,0.01,0.0,0.01,0.12,26,6,6
9900,2016.0,0.01,0.0,0.1,0.0,0.12,20,3,3
9901,1994.0,0.0,0.0,0.12,0.0,0.12,21,2,2
9902,2016.0,0.02,0.06,0.01,0.02,0.12,20,0,0
9903,2002.0,0.09,0.02,0.0,0.0,0.12,7,2,2
9904,2014.0,0.02,0.08,0.0,0.01,0.12,13,9,9
9905,2011.0,0.0,0.0,0.12,0.0,0.12,19,9,9
9906,2016.0,0.0,0.0,0.12,0.0,0.12,17,7,7
9907,2015.0,0.08,0.02,0.01,0.01,0.12,27,0,0
9908,2009.0,0.11,0.0,0.0,0.01,0.12,4,5,5
9909,2002.0,0.0,0.0,0.11,0.0,0.12,7,10,10
9910,2010.0,0.08,0.03,0.0,0.01,0.12,26,8,8
9911,2016.0,0.0,0.0,0.12,0.0,0.12,2,7,7
9912,2014.0,0.0,0.0,0.12,0.0,0.12,20,10,10
9913,2007.0,0.06,0.04,0.0,0.02,0.12,16,1,1
9914,1998.0,0.07,0.04,0.0,0.01,0.12,15,6,6
9915,2008.0,0.11,0.0,0.0,0.01,0.12,26,8,8
9916,2004.0,0.09,0.03,0.0,0.0,0.12,29,2,2
9917,2010.0,0.09,0.02,0.0,0.01,0.12,4,8,8
9918,2015.0,0.01,0.09,0.0,0.02,0.12,18,10,10
9919,2008.0,0.11,0.0,0.0,0.01,0.12,4,5,5
9920,2015.0,0.02,0.03,0.05,0.01,0.12,20,0,0
9921,1994.0,0.0,0.0,0.12,0.0,0.12,23,2,2
9922,2001.0,0.0,0.0,0.11,0.01,0.12,15,11,11
9923,2011.0,0.11,0.0,0.0,0.01,0.12,2,0,0
9924,2016.0,0.0,0.0,0.12,0.0,0.12,17,1,1
9925,2008.0,0.1,0.0,0.01,0.01,0.12,28,8,8
9926,2014.0,0.02,0.02,0.06,0.01,0.12,17,0,0
9927,2013.0,0.08,0.03,0.0,0.01,0.12,27,8,8
9928,2009.0,0.11,0.0,0.0,0.01,0.12,17,3,3
9929,2009.0,0.11,0.0,0.0,0.01,0.12,4,9,9
9930,2011.0,0.06,0.03,0.0,0.02,0.12,17,6,6
9931,1993.0,0.0,0.0,0.12,0.0,0.12,23,10,10
9932,2005.0,0.09,0.03,0.0,0.0,0.12,29,0,0
9933,2011.0,0.08,0.03,0.0,0.01,0.12,2,0,0
9934,2000.0,0.07,0.04,0.0,0.01,0.12,15,6,6
9935,2002.0,0.0,0.0,0.12,0.0,0.12,16,2,2
9936,2002.0,0.08,0.03,0.0,0.0,0.12,6,8,8
9937,2009.0,0.11,0.0,0.0,0.01,0.12,4,1,1
9938,2014.0,0.0,0.0,0.12,0.0,0.12,20,3,3
9939,2001.0,0.06,0.04,0.0,0.01,0.12,15,1,1
9940,2003.0,0.06,0.04,0.0,0.01,0.12,16,0,0
9941,2008.0,0.1,0.01,0.0,0.01,0.12,17,10,10
9942,2012.0,0.05,0.05,0.0,0.01,0.12,28,6,6
9943,2004.0,0.09,0.03,0.0,0.0,0.12,29,1,1
9944,2010.0,0.07,0.02,0.0,0.02,0.12,19,0,0
9945,2010.0,0.06,0.05,0.0,0.01,0.12,26,0,0
9946,2014.0,0.02,0.02,0.06,0.01,0.12,20,7,7
9947,2003.0,0.09,0.03,0.0,0.0,0.12,29,0,0
9948,2010.0,0.0,0.1,0.0,0.02,0.12,13,1,1
9949,1997.0,0.0,0.0,0.12,0.0,0.12,21,5,5
9950,2007.0,0.0,0.0,0.12,0.0,0.12,19,7,7
9951,2005.0,0.09,0.02,0.0,0.0,0.12,7,0,0
9952,2011.0,0.0,0.0,0.12,0.0,0.12,4,10,10
9953,2011.0,0.06,0.04,0.0,0.01,0.12,26,3,3
9954,2008.0,0.11,0.0,0.0,0.01,0.12,26,5,5
9955,2011.0,0.07,0.03,0.0,0.01,0.12,4,0,0
9956,2009.0,0.07,0.03,0.0,0.02,0.12,17,0,0
9957,2007.0,0.11,0.0,0.0,0.01,0.12,4,5,5
9958,2014.0,0.06,0.01,0.02,0.02,0.12,20,7,7
9959,2015.0,0.08,0.03,0.0,0.01,0.12,30,0,0
9960,1991.0,0.0,0.0,0.12,0.0,0.12,23,8,8
9961,1996.0,0.06,0.04,0.0,0.01,0.12,15,10,10
9962,2007.0,0.1,0.01,0.0,0.01,0.12,19,0,0
9963,2005.0,0.09,0.02,0.0,0.0,0.12,7,1,1
9964,1998.0,0.0,0.0,0.12,0.0,0.12,21,7,7
9965,1996.0,0.06,0.04,0.0,0.01,0.12,15,10,10
9966,1998.0,0.06,0.04,0.0,0.01,0.12,15,7,7
9967,2011.0,0.09,0.02,0.0,0.01,0.12,4,4,4
9968,2001.0,0.09,0.02,0.0,0.0,0.12,29,6,6
9969,2014.0,0.07,0.01,0.0,0.03,0.12,20,0,0
9970,2006.0,0.09,0.02,0.0,0.0,0.12,7,0,0
9971,1998.0,0.0,0.0,0.11,0.01,0.12,15,1,1
9972,2011.0,0.07,0.03,0.0,0.01,0.12,13,7,7
9973,2013.0,0.09,0.01,0.0,0.01,0.12,28,3,3
9974,2013.0,0.0,0.0,0.12,0.0,0.12,17,9,9
9975,2008.0,0.0,0.0,0.12,0.0,0.12,4,0,0
9976,2008.0,0.06,0.04,0.0,0.01,0.12,16,1,1
9977,2011.0,0.11,0.0,0.0,0.01,0.12,17,3,3
9978,2009.0,0.07,0.03,0.0,0.01,0.12,4,9,9
9979,2007.0,0.0,0.0,0.12,0.0,0.12,4,1,1
9980,1995.0,0.0,0.0,0.11,0.01,0.12,15,11,11
9981,2007.0,0.0,0.0,0.12,0.0,0.12,16,3,3
9982,2007.0,0.0,0.0,0.12,0.0,0.12,4,7,7
9984,2011.0,0.11,0.0,0.0,0.01,0.12,2,10,10
9985,2007.0,0.1,0.01,0.0,0.01,0.12,28,0,0
9986,2009.0,0.0,0.0,0.12,0.0,0.12,4,10,10
9987,1994.0,0.0,0.0,0.12,0.0,0.12,21,2,2
9988,2002.0,0.09,0.02,0.0,0.0,0.12,29,10,10
9989,2010.0,0.02,0.07,0.0,0.02,0.12,4,5,5
9990,2002.0,0.09,0.02,0.0,0.0,0.12,7,8,8
9991,2015.0,0.0,0.1,0.0,0.02,0.12,18,7,7
9992,2002.0,0.05,0.04,0.02,0.01,0.12,16,6,6
9993,2011.0,0.11,0.0,0.0,0.01,0.12,26,3,3
9994,2005.0,0.11,0.0,0.0,0.01,0.12,19,10,10
9995,2016.0,0.02,0.07,0.01,0.02,0.12,18,0,0
9996,2003.0,0.09,0.02,0.0,0.0,0.12,29,0,0
9997,2008.0,0.11,0.0,0.0,0.01,0.12,4,8,8
9998,2001.0,0.08,0.03,0.0,0.0,0.11,6,6,6
9999,2008.0,0.11,0.0,0.0,0.01,0.11,4,1,1
10000,2012.0,0.0,0.0,0.11,0.0,0.11,17,0,0
10001,2000.0,0.0,0.0,0.11,0.0,0.11,16,2,2
10002,2009.0,0.08,0.0,0.03,0.01,0.11,4,7,7
10003,2010.0,0.11,0.0,0.0,0.01,0.11,26,3,3
10004,2004.0,0.09,0.02,0.0,0.0,0.11,29,10,10
10005,2002.0,0.09,0.02,0.0,0.0,0.11,29,6,6
10006,1995.0,0.0,0.0,0.11,0.0,0.11,21,11,11
10007,2001.0,0.0,0.09,0.0,0.02,0.11,13,11,11
10008,2008.0,0.09,0.02,0.0,0.01,0.11,28,11,11
10009,2000.0,0.06,0.04,0.0,0.01,0.11,15,6,6
10010,2004.0,0.09,0.02,0.0,0.0,0.11,29,8,8
10011,2003.0,0.06,0.04,0.0,0.01,0.11,16,6,6
10012,2006.0,0.06,0.04,0.0,0.01,0.11,16,6,6
10013,2008.0,0.11,0.0,0.0,0.01,0.11,17,3,3
10014,2011.0,0.08,0.02,0.0,0.01,0.11,28,3,3
10015,2005.0,0.09,0.0,0.02,0.01,0.11,4,4,4
10016,2010.0,0.11,0.0,0.0,0.01,0.11,17,10,10
10017,2008.0,0.1,0.0,0.0,0.01,0.11,4,5,5
10018,2005.0,0.0,0.0,0.11,0.0,0.11,16,10,10
10019,2006.0,0.0,0.0,0.11,0.0,0.11,16,2,2
10020,2007.0,0.05,0.04,0.02,0.01,0.11,16,7,7
10021,2002.0,0.09,0.02,0.0,0.0,0.11,29,0,0
10022,2002.0,0.08,0.03,0.0,0.0,0.11,6,7,7
10023,1998.0,0.0,0.0,0.11,0.0,0.11,21,1,1
10024,2004.0,0.08,0.03,0.0,0.0,0.11,6,0,0
10025,2012.0,0.0,0.0,0.11,0.0,0.11,19,7,7
10026,2011.0,0.08,0.02,0.0,0.01,0.11,17,3,3
10027,2007.0,0.0,0.0,0.11,0.0,0.11,4,0,0
10028,2002.0,0.08,0.03,0.0,0.0,0.11,6,10,10
10029,2006.0,0.1,0.01,0.0,0.01,0.11,19,8,8
10030,2005.0,0.06,0.04,0.0,0.01,0.11,16,7,7
10031,2015.0,0.08,0.02,0.0,0.01,0.11,30,10,10
10032,2008.0,0.11,0.0,0.0,0.01,0.11,4,3,3
10033,2009.0,0.11,0.0,0.0,0.01,0.11,17,3,3
10034,2009.0,0.11,0.0,0.0,0.01,0.11,4,9,9
10035,2004.0,0.09,0.02,0.0,0.0,0.11,29,8,8
10036,2007.0,0.09,0.01,0.0,0.01,0.11,4,2,2
10037,2012.0,0.0,0.0,0.11,0.0,0.11,2,10,10
10038,1994.0,0.06,0.04,0.0,0.01,0.11,15,2,2
10039,2006.0,0.09,0.02,0.0,0.0,0.11,7,10,10
10040,2016.0,0.03,0.08,0.0,0.01,0.11,30,6,6
10041,2010.0,0.0,0.0,0.11,0.0,0.11,4,0,0
10042,2016.0,0.0,0.08,0.02,0.01,0.11,17,10,10
10043,2005.0,0.06,0.04,0.0,0.01,0.11,16,3,3
10044,2002.0,0.08,0.03,0.0,0.0,0.11,6,8,8
10045,1999.0,0.06,0.04,0.0,0.01,0.11,15,2,2
10046,2007.0,0.1,0.0,0.0,0.01,0.11,28,8,8
10048,2005.0,0.1,0.01,0.0,0.01,0.11,19,10,10
10049,2016.0,0.08,0.02,0.0,0.01,0.11,30,1,1
10050,2008.0,0.11,0.0,0.0,0.01,0.11,28,10,10
10051,2004.0,0.06,0.04,0.0,0.01,0.11,16,10,10
10052,2004.0,0.08,0.02,0.0,0.0,0.11,29,0,0
10053,1998.0,0.0,0.0,0.11,0.01,0.11,15,1,1
10054,2010.0,0.0,0.0,0.11,0.0,0.11,19,0,0
10055,2014.0,0.0,0.0,0.11,0.0,0.11,27,3,3
10056,2003.0,0.06,0.04,0.0,0.01,0.11,16,7,7
10057,2003.0,0.08,0.03,0.0,0.0,0.11,6,3,3
10058,2009.0,0.11,0.0,0.0,0.01,0.11,4,11,11
10059,2014.0,0.0,0.0,0.11,0.0,0.11,2,5,5
10060,2013.0,0.0,0.09,0.0,0.02,0.11,13,0,0
10061,2010.0,0.06,0.04,0.0,0.01,0.11,26,7,7
10062,2007.0,0.1,0.0,0.0,0.01,0.11,4,0,0
10063,2010.0,0.1,0.0,0.0,0.01,0.11,4,3,3
10064,2008.0,0.1,0.0,0.0,0.01,0.11,4,3,3
10065,2009.0,0.1,0.0,0.0,0.01,0.11,26,10,10
10066,2000.0,0.06,0.04,0.0,0.01,0.11,16,11,11
10067,2005.0,0.06,0.04,0.0,0.01,0.11,16,8,8
10068,1999.0,0.06,0.04,0.0,0.01,0.11,15,10,10
10069,2009.0,0.11,0.0,0.0,0.01,0.11,4,1,1
10070,2010.0,0.0,0.09,0.0,0.03,0.11,17,10,10
10071,2005.0,0.08,0.02,0.0,0.0,0.11,29,0,0
10072,2003.0,0.08,0.02,0.0,0.0,0.11,29,0,0
10073,2004.0,0.1,0.0,0.0,0.01,0.11,4,3,3
10074,2014.0,0.0,0.03,0.08,0.0,0.11,27,0,0
10075,2010.0,0.08,0.02,0.0,0.01,0.11,17,0,0
10076,2010.0,0.09,0.01,0.0,0.01,0.11,28,6,6
10077,2002.0,0.09,0.02,0.0,0.0,0.11,7,6,6
10078,2007.0,0.06,0.0,0.05,0.0,0.11,4,1,1
10079,2011.0,0.0,0.09,0.0,0.03,0.11,17,3,3
10080,2009.0,0.09,0.0,0.01,0.01,0.11,28,2,2
10081,2006.0,0.1,0.0,0.0,0.01,0.11,4,7,7
10082,2008.0,0.06,0.04,0.0,0.01,0.11,16,3,3
10083,2000.0,0.0,0.0,0.11,0.01,0.11,15,2,2
10084,1997.0,0.06,0.04,0.0,0.01,0.11,15,8,8
10085,2011.0,0.07,0.03,0.0,0.01,0.11,28,8,8
10086,2003.0,0.08,0.02,0.0,0.0,0.11,29,0,0
10087,1998.0,0.0,0.0,0.11,0.0,0.11,21,1,1
10088,2015.0,0.05,0.06,0.0,0.01,0.11,2,0,0
10089,2007.0,0.08,0.0,0.03,0.01,0.11,26,10,10
10090,2009.0,0.0,0.0,0.11,0.0,0.11,19,7,7
10091,1994.0,0.0,0.0,0.11,0.01,0.11,15,10,10
10092,2005.0,0.08,0.02,0.0,0.0,0.11,29,0,0
10093,2009.0,0.06,0.04,0.0,0.01,0.11,16,0,0
10094,2011.0,0.11,0.0,0.0,0.01,0.11,28,3,3
10095,1996.0,0.0,0.0,0.11,0.0,0.11,21,6,6
10096,2005.0,0.1,0.0,0.0,0.01,0.11,4,8,8
10097,2011.0,0.07,0.03,0.0,0.02,0.11,17,9,9
10098,2007.0,0.09,0.01,0.0,0.01,0.11,4,5,5
10099,2005.0,0.06,0.04,0.0,0.01,0.11,16,0,0
10100,2014.0,0.08,0.0,0.01,0.02,0.11,18,0,0
10101,2010.0,0.0,0.0,0.11,0.0,0.11,26,0,0
10102,2011.0,0.0,0.1,0.0,0.02,0.11,13,11,11
10103,2009.0,0.1,0.0,0.0,0.01,0.11,4,5,5
10104,2009.0,0.1,0.01,0.0,0.01,0.11,26,10,10
10105,2006.0,0.0,0.0,0.11,0.0,0.11,16,3,3
10106,2010.0,0.0,0.1,0.0,0.01,0.11,26,10,10
10107,2008.0,0.1,0.0,0.0,0.01,0.11,26,6,6
10108,2007.0,0.02,0.06,0.0,0.03,0.11,19,10,10
10109,2011.0,0.0,0.08,0.0,0.04,0.11,19,0,0
10110,2010.0,0.11,0.0,0.0,0.01,0.11,4,9,9
10111,2002.0,0.08,0.02,0.0,0.0,0.11,29,10,10
10112,2002.0,0.04,0.01,0.06,0.0,0.11,29,8,8
10113,2011.0,0.11,0.0,0.0,0.01,0.11,26,8,8
10114,2015.0,0.03,0.02,0.06,0.01,0.11,18,0,0
10115,2006.0,0.1,0.0,0.0,0.01,0.11,28,4,4
10116,2009.0,0.1,0.0,0.0,0.01,0.11,4,1,1
10117,2002.0,0.08,0.02,0.0,0.0,0.11,29,8,8
10118,2009.0,0.1,0.0,0.0,0.01,0.11,4,3,3
10119,2010.0,0.09,0.02,0.0,0.01,0.11,17,10,10
10120,2008.0,0.0,0.0,0.11,0.0,0.11,17,10,10
10121,2015.0,0.0,0.0,0.11,0.0,0.11,17,0,0
10122,2002.0,0.09,0.02,0.0,0.0,0.11,7,8,8
10123,2009.0,0.07,0.03,0.0,0.01,0.11,26,1,1
10124,2005.0,0.05,0.04,0.0,0.01,0.11,16,8,8
10125,2014.0,0.05,0.05,0.0,0.01,0.11,28,1,1
10126,1999.0,0.06,0.04,0.0,0.01,0.11,15,2,2
10127,2002.0,0.0,0.0,0.1,0.01,0.11,15,2,2
10128,2011.0,0.05,0.05,0.0,0.01,0.11,4,5,5
10129,2012.0,0.07,0.03,0.0,0.01,0.11,2,9,9
10130,2005.0,0.0,0.0,0.11,0.0,0.11,16,10,10
10131,2002.0,0.08,0.03,0.0,0.0,0.11,6,0,0
10132,2005.0,0.08,0.03,0.0,0.0,0.11,6,3,3
10133,2007.0,0.1,0.0,0.0,0.01,0.11,4,9,9
10134,2004.0,0.08,0.03,0.0,0.0,0.11,6,11,11
10135,2002.0,0.09,0.02,0.0,0.0,0.11,7,10,10
10136,2007.0,0.08,0.03,0.0,0.01,0.11,4,0,0
10137,2011.0,0.0,0.0,0.11,0.0,0.11,19,1,1
10138,2009.0,0.1,0.0,0.0,0.01,0.11,28,4,4
10139,2005.0,0.07,0.02,0.02,0.01,0.11,4,1,1
10140,2013.0,0.04,0.02,0.04,0.02,0.11,20,7,7
10141,2011.0,0.05,0.04,0.0,0.01,0.11,16,2,2
10142,2007.0,0.0,0.0,0.11,0.0,0.11,16,10,10
10143,2010.0,0.07,0.03,0.0,0.01,0.11,28,3,3
10144,1995.0,0.0,0.0,0.11,0.0,0.11,21,3,3
10145,2007.0,0.0,0.0,0.11,0.0,0.11,4,11,11
10146,2004.0,0.05,0.04,0.0,0.01,0.11,16,9,9
10147,2010.0,0.1,0.01,0.0,0.01,0.11,26,3,3
10148,2008.0,0.0,0.0,0.11,0.0,0.11,4,1,1
10149,2002.0,0.08,0.03,0.0,0.0,0.11,6,4,4
10150,2003.0,0.08,0.02,0.0,0.0,0.11,29,4,4
10151,2011.0,0.0,0.08,0.0,0.03,0.11,17,1,1
10152,2002.0,0.09,0.02,0.0,0.0,0.11,7,2,2
10153,2002.0,0.09,0.02,0.0,0.0,0.11,7,6,6
10154,2015.0,0.0,0.0,0.11,0.0,0.11,2,0,0
10155,2009.0,0.1,0.01,0.0,0.01,0.11,26,0,0
10156,2007.0,0.1,0.0,0.0,0.01,0.11,4,1,1
10157,2002.0,0.08,0.03,0.0,0.0,0.11,6,8,8
10158,2016.0,0.0,0.0,0.11,0.0,0.11,17,10,10
10159,2007.0,0.1,0.0,0.0,0.01,0.11,26,8,8
10160,2011.0,0.08,0.02,0.0,0.01,0.11,13,6,6
10161,2011.0,0.08,0.02,0.0,0.01,0.11,2,0,0
10162,2002.0,0.05,0.04,0.0,0.01,0.11,16,11,11
10163,2007.0,0.0,0.0,0.11,0.0,0.11,26,9,9
10164,2008.0,0.09,0.01,0.0,0.01,0.11,19,3,3
10165,2008.0,0.1,0.0,0.0,0.01,0.11,28,4,4
10166,2008.0,0.09,0.01,0.0,0.01,0.11,28,0,0
10167,2015.0,0.0,0.1,0.0,0.01,0.11,13,6,6
10168,2011.0,0.08,0.02,0.0,0.01,0.11,4,0,0
10169,2006.0,0.1,0.0,0.0,0.01,0.11,19,0,0
10170,2011.0,0.0,0.0,0.11,0.0,0.11,17,1,1
10171,2007.0,0.1,0.0,0.0,0.01,0.11,4,3,3
10172,2005.0,0.09,0.02,0.0,0.0,0.11,7,2,2
10173,2003.0,0.08,0.02,0.0,0.0,0.11,29,10,10
10174,2008.0,0.05,0.04,0.0,0.01,0.11,16,7,7
10175,2002.0,0.08,0.03,0.0,0.0,0.11,6,0,0
10176,2009.0,0.0,0.09,0.0,0.02,0.11,13,1,1
10177,2013.0,0.02,0.07,0.0,0.02,0.11,17,4,4
10178,1997.0,0.06,0.04,0.0,0.01,0.11,15,8,8
10179,2011.0,0.06,0.04,0.0,0.01,0.11,2,1,1
10180,2004.0,0.05,0.04,0.0,0.01,0.11,16,11,11
10181,2011.0,0.07,0.03,0.0,0.01,0.11,4,3,3
10182,2008.0,0.09,0.01,0.0,0.01,0.11,26,3,3
10183,2007.0,0.08,0.02,0.0,0.01,0.11,28,10,10
10184,2010.0,0.1,0.0,0.0,0.01,0.11,4,6,6
10185,2008.0,0.08,0.0,0.03,0.01,0.11,4,0,0
10186,2011.0,0.05,0.05,0.0,0.01,0.11,2,10,10
10187,2005.0,0.08,0.02,0.0,0.0,0.11,29,0,0
10188,2009.0,0.05,0.04,0.0,0.01,0.11,16,0,0
10189,2011.0,0.09,0.01,0.0,0.01,0.11,4,4,4
10190,2006.0,0.11,0.0,0.0,0.0,0.11,19,7,7
10191,2003.0,0.08,0.02,0.0,0.0,0.11,29,10,10
10192,2006.0,0.0,0.0,0.11,0.0,0.11,19,7,7
10193,2007.0,0.0,0.0,0.11,0.0,0.11,4,0,0
10194,2003.0,0.09,0.02,0.0,0.0,0.11,7,0,0
10195,2005.0,0.08,0.03,0.0,0.0,0.11,6,0,0
10196,2011.0,0.04,0.05,0.0,0.02,0.11,17,3,3
10197,2006.0,0.1,0.0,0.0,0.01,0.11,19,1,1
10198,2006.0,0.07,0.02,0.02,0.0,0.11,7,3,3
